"LicAge","VehAge","Gender","MariStat","SocioCateg","VehUsage","DrivAge","HasKmLimit","BonusMalus","VehBody","VehPrice","VehEngine","VehEnergy","VehMaxSpeed","VehClass","y","RiskVar","Garage"
566,"2","Male","Other","CSP60","Private",72,0,50,"sedan","K","injection","regular","190-200 km/h","M2","GOOD",15,"Collective garage"
128,"8-9","Female","Alone","CSP50","Private",29,1,57,"sedan","A","carburation","regular","130-140 km/h","A","GOOD",12,"None"
488,"4","Male","Other","CSP60","Private",83,1,66,"sedan","E","injection","regular","160-170 km/h","B","BAD",19,"None"
621,"8-9","Female","Other","CSP60","Private",76,0,50,"sedan","K","injection","regular","180-190 km/h","M2","GOOD",16,"None"
319,"3","Female","Other","CSP46","Private",45,0,50,"station wagon","J","direct injection overpowered","diesel","180-190 km/h","M1","GOOD",14,"None"
420,"4","Male","Other","CSP60","Private",62,0,50,"cabriolet","J","injection","regular","160-170 km/h","M1","BAD",12,"Private garage"
122,"3","Male","Alone","CSP50","Private+trip to office",28,0,76,"sedan","M","direct injection overpowered","diesel","190-200 km/h","M1","GOOD",15,"None"
499,"1","Female","Other","CSP50","Private",59,0,50,"sedan","K","injection","regular","190-200 km/h","M2","GOOD",16,"None"
420,"2","Female","Other","CSP60","Private",71,0,50,"coupe","K","injection","regular","190-200 km/h","M1","GOOD",16,"None"
185,"5","Male","Alone","CSP50","Private+trip to office",34,0,57,"sedan","J","injection","regular","190-200 km/h","M1","GOOD",13,"None"
426,"1","Female","Other","CSP50","Private",60,0,50,"coupe","D","injection overpowered","regular","130-140 km/h","A","GOOD",16,"None"
328,"5","Female","Other","CSP50","Private+trip to office",46,0,52,"sedan","G","injection","regular","170-180 km/h","M1","GOOD",16,"None"
475,"0","Male","Other","CSP50","Private",57,0,57,"other microvan","L","injection","regular","180-190 km/h","M1","GOOD",17,"None"
195,"0","Male","Other","CSP50","Private+trip to office",34,0,68,"station wagon","N","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",14,"None"
165,"0","Female","Alone","CSP50","Private+trip to office",31,0,76,"sedan","G","injection","regular","180-190 km/h","B","GOOD",16,"Collective garage"
290,"4","Female","Other","CSP50","Private+trip to office",45,0,51,"station wagon","N","injection","regular","180-190 km/h","M2","BAD",11,"None"
422,"2","Female","Other","CSP55","Private+trip to office",53,0,50,"sedan","L","injection","regular","200-220 km/h","M1","GOOD",6,"None"
689,"5","Male","Other","CSP60","Private",79,1,50,"sedan","G","injection","regular","160-170 km/h","B","GOOD",15,"None"
411,"6-7","Male","Other","CSP50","Private+trip to office",55,0,50,"sedan","D","injection","regular","150-160 km/h","A","GOOD",7,"None"
313,"2","Male","Other","CSP50","Professional",44,0,50,"sedan","R","injection","regular","220+ km/h","H","GOOD",17,"Collective garage"
121,"3","Male","Other","CSP50","Professional",28,0,76,"sedan","L","direct injection overpowered","diesel","190-200 km/h","H","GOOD",16,"None"
383,"4","Female","Other","CSP22","Professional",50,0,50,"sedan","F","injection","regular","150-160 km/h","B","GOOD",15,"None"
369,"4","Male","Other","CSP50","Private+trip to office",59,0,50,"sport utility vehicle","L","injection","regular","160-170 km/h","H","GOOD",9,"None"
412,"3","Female","Other","CSP50","Private+trip to office",57,1,50,"sedan","H","injection","regular","180-190 km/h","B","GOOD",15,"None"
433,"10+","Female","Other","CSP55","Private+trip to office",55,0,50,"station wagon","F","carburation","regular","150-160 km/h","0","GOOD",12,"None"
523,"1","Female","Other","CSP60","Private",75,1,50,"sedan","F","injection","regular","160-170 km/h","B","GOOD",15,"None"
335,"0","Male","Other","CSP48","Professional",49,0,64,"van","K","direct injection overpowered","diesel","150-160 km/h","0","GOOD",11,"None"
110,"6-7","Male","Other","CSP50","Private+trip to office",41,1,106,"sedan","L","injection overpowered","diesel","190-200 km/h","M2","GOOD",16,"None"
450,"1","Male","Other","CSP1","Professional",55,0,50,"sport utility vehicle","M","direct injection overpowered","diesel","160-170 km/h","M2","GOOD",16,"None"
473,"0","Male","Other","CSP50","Private+trip to office",60,0,50,"sedan","I","direct injection overpowered","diesel","180-190 km/h","B","GOOD",20,"None"
470,"1","Female","Other","CSP60","Private",62,0,90,"sedan","F","injection","regular","160-170 km/h","B","GOOD",15,"None"
200,"1","Male","Alone","CSP50","Private",38,1,68,"sedan","F","injection","regular","170-180 km/h","B","GOOD",14,"None"
652,"3","Male","Other","CSP60","Private",78,0,50,"sedan","F","injection","regular","160-170 km/h","A","GOOD",5,"None"
350,"3","Male","Other","CSP60","Private",65,0,50,"sedan","E","injection","regular","160-170 km/h","B","GOOD",20,"None"
583,"0","Male","Other","CSP60","Private",73,0,50,"sedan","K","injection","regular","200-220 km/h","M1","GOOD",20,"Private garage"
744,"10+","Male","Other","CSP60","Private",82,1,50,"sedan","M","injection","regular","200-220 km/h","H","GOOD",8,"None"
510,"6-7","Female","Other","CSP37","Private",61,1,50,"coupe","I","injection","regular","180-190 km/h","M1","GOOD",18,"Private garage"
583,"2","Female","Alone","CSP60","Private",68,0,50,"sedan","H","injection","regular","160-170 km/h","M1","GOOD",19,"Collective garage"
110,"1","Male","Other","CSP50","Professional",29,0,60,"other microvan","K","injection","regular","180-190 km/h","M1","GOOD",7,"None"
332,"0","Male","Other","CSP50","Private+trip to office",49,0,50,"sedan","F","injection","regular","150-160 km/h","A","GOOD",20,"None"
339,"1","Male","Other","CSP60","Private",62,0,50,"bus","K","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",14,"None"
343,"2","Female","Other","CSP50","Private+trip to office",50,0,50,"coupe","C","injection overpowered","regular","130-140 km/h","A","GOOD",7,"None"
630,"3","Female","Other","CSP60","Private",74,0,50,"sedan","F","injection","diesel","150-160 km/h","B","BAD",16,"None"
482,"2","Male","Other","CSP60","Private",63,0,68,"coupe","N","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",9,"None"
588,"1","Male","Other","CSP60","Private",67,0,50,"sedan","Q","direct injection overpowered","diesel","220+ km/h","H","GOOD",16,"Private garage"
488,"2","Male","Other","CSP50","Private+trip to office",61,0,50,"sedan","L","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",17,"None"
374,"10+","Female","Other","CSP66","Private+trip to office",51,0,50,"sedan","N","injection","regular","200-220 km/h","M2","GOOD",15,"None"
374,"1","Male","Other","CSP50","Private+trip to office",52,0,50,"other microvan","J","injection","regular","180-190 km/h","M1","GOOD",12,"None"
660,"2","Female","Other","CSP60","Private",77,1,64,"sedan","I","injection","regular","170-180 km/h","M1","GOOD",11,"None"
300,"6-7","Female","Other","CSP55","Private+trip to office",47,0,57,"sedan","H","injection","diesel","150-160 km/h","M1","GOOD",16,"Private garage"
184,"1","Male","Other","CSP50","Professional",34,0,50,"other microvan","L","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",19,"None"
259,"5","Female","Alone","CSP50","Private+trip to office",41,0,76,"sedan","F","injection","regular","160-170 km/h","B","GOOD",11,"None"
113,"1","Female","Other","CSP50","Private",28,0,60,"other microvan","K","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",13,"Private garage"
406,"2","Female","Other","CSP66","Professional",52,0,69,"sedan","J","injection","regular","190-200 km/h","B","GOOD",16,"None"
264,"1","Male","Alone","CSP50","Private+trip to office",40,0,50,"cabriolet","J","injection","regular","200-220 km/h","B","GOOD",10,"None"
420,"0","Male","Other","CSP50","Professional",53,0,50,"microvan","M","direct injection overpowered","diesel","180-190 km/h","M1","GOOD",18,"None"
177,"6-7","Female","Alone","CSP50","Private+trip to office",33,0,54,"sedan","E","injection","regular","150-160 km/h","B","GOOD",19,"None"
250,"2","Female","Other","CSP50","Private+trip to office",61,0,50,"sedan","I","injection","regular","180-190 km/h","M1","BAD",8,"None"
318,"5","Male","Other","CSP50","Private+trip to office",45,0,50,"other microvan","O","injection overpowered","diesel","170-180 km/h","H","GOOD",6,"None"
294,"3","Male","Other","CSP50","Private+trip to office",44,0,50,"sedan","F","injection","regular","160-170 km/h","B","GOOD",19,"None"
139,"2","Male","Other","CSP50","Private+trip to office",36,0,76,"station wagon","M","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",15,"None"
142,"0","Male","Other","CSP50","Private+trip to office",30,0,60,"sedan","M","injection","regular","200-220 km/h","M1","GOOD",16,"Collective garage"
99,"2","Male","Other","CSP21","Professional",26,0,76,"sedan","G","direct injection overpowered","diesel","160-170 km/h","B","GOOD",13,"None"
184,"4","Male","Other","CSP50","Private",36,1,50,"other microvan","M","injection","regular","170-180 km/h","H","GOOD",2,"None"
165,"3","Male","Other","CSP50","Private+trip to office",31,0,64,"sedan","H","injection","regular","160-170 km/h","B","GOOD",20,"None"
169,"1","Female","Other","CSP50","Professional",33,0,72,"other microvan","K","injection","regular","170-180 km/h","M1","GOOD",16,"None"
510,"5","Female","Alone","CSP60","Private",64,1,50,"sedan","G","injection","regular","180-190 km/h","B","GOOD",4,"None"
475,"8-9","Female","Other","CSP37","Private",57,0,119,"sedan","M","injection","regular","180-190 km/h","M2","GOOD",14,"Private garage"
450,"2","Male","Alone","CSP46","Professional",55,0,50,"other microvan","N","direct injection overpowered","diesel","170-180 km/h","H","GOOD",12,"None"
102,"3","Male","Alone","CSP50","Private",26,0,100,"cabriolet","M","injection","regular","190-200 km/h","M2","GOOD",4,"None"
320,"8-9","Female","Other","CSP50","Private+trip to office",46,1,50,"sedan","M","injection","regular","190-200 km/h","H","GOOD",17,"None"
155,"2","Male","Other","CSP46","Professional",37,0,76,"van","J","injection","diesel","130-140 km/h","0","GOOD",12,"None"
722,"2","Male","Other","CSP60","Private",78,0,50,"other microvan","K","injection","regular","170-180 km/h","M1","BAD",7,"Collective garage"
574,"5","Female","Other","CSP60","Private",67,0,50,"sedan","F","injection","regular","140-150 km/h","B","GOOD",15,"None"
154,"3","Male","Other","CSP50","Private+trip to office",33,0,72,"sedan","F","injection","regular","170-180 km/h","B","GOOD",15,"None"
132,"5","Male","Other","CSP50","Private+trip to office",33,0,64,"sedan","U","injection","regular","220+ km/h","H","GOOD",11,"Collective garage"
409,"2","Female","Other","CSP55","Private+trip to office",58,0,68,"sedan","F","injection","regular","160-170 km/h","B","GOOD",15,"Collective garage"
405,"2","Male","Other","CSP50","Private+trip to office",54,0,63,"sedan","H","injection","regular","180-190 km/h","B","GOOD",14,"None"
499,"3","Female","Other","CSP60","Private",73,0,50,"sedan","L","injection","regular","170-180 km/h","B","GOOD",16,"None"
445,"3","Female","Other","CSP50","Private+trip to office",56,0,54,"sedan","G","injection","regular","160-170 km/h","A","GOOD",4,"Collective garage"
229,"4","Male","Alone","CSP50","Private+trip to office",37,0,80,"sedan","D","injection","regular","150-160 km/h","B","GOOD",19,"Collective garage"
184,"2","Female","Other","CSP50","Private",41,0,50,"other microvan","K","injection","regular","170-180 km/h","M1","BAD",16,"None"
305,"2","Female","Other","CSP50","Private",49,0,50,"sedan","F","injection","regular","150-160 km/h","B","GOOD",16,"Collective garage"
175,"1","Female","Other","CSP50","Private",33,0,76,"sedan","L","injection","regular","170-180 km/h","B","GOOD",9,"None"
247,"2","Female","Other","CSP50","Private",38,0,90,"other microvan","L","injection","regular","190-200 km/h","M1","GOOD",6,"None"
333,"3","Male","Other","CSP50","Private+trip to office",57,0,58,"sedan","G","direct injection overpowered","diesel","160-170 km/h","B","GOOD",17,"None"
117,"2","Male","Other","CSP50","Private+trip to office",31,0,60,"other microvan","L","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",12,"None"
215,"6-7","Male","Alone","CSP50","Private+trip to office",35,0,64,"sedan","J","injection","regular","170-180 km/h","M2","GOOD",15,"None"
101,"3","Male","Alone","CSP50","Private",27,0,64,"sedan","G","injection","diesel","160-170 km/h","B","GOOD",13,"Private garage"
259,"6-7","Male","Alone","CSP55","Private+trip to office",41,0,72,"sedan","C","injection","regular","130-140 km/h","M1","GOOD",16,"None"
371,"6-7","Female","Other","CSP77","Professional",50,0,50,"sedan","I","injection","regular","170-180 km/h","B","GOOD",5,"None"
335,"5","Female","Other","CSP55","Private+trip to office",49,0,50,"microvan","N","injection overpowered","diesel","170-180 km/h","H","GOOD",13,"None"
375,"0","Male","Other","CSP6","Professional run",50,0,50,"sedan","L","injection","regular","200-220 km/h","M1","BAD",16,"Collective garage"
452,"1","Female","Other","CSP60","Private",55,0,50,"other microvan","N","direct injection overpowered","diesel","170-180 km/h","M2","GOOD",19,"Collective garage"
513,"10+","Female","Other","CSP1","Professional",61,0,50,"sedan","H","injection","diesel","160-170 km/h","B","GOOD",16,"None"
543,"2","Female","Other","CSP60","Private",76,0,50,"sedan","G","injection","regular","150-160 km/h","B","GOOD",18,"None"
458,"4","Male","Other","CSP55","Private+trip to office",59,0,50,"sedan","P","injection","regular","200-220 km/h","H","GOOD",7,"Collective garage"
197,"1","Female","Other","CSP55","Private+trip to office",36,0,50,"other microvan","J","injection","regular","170-180 km/h","M2","GOOD",13,"Collective garage"
390,"0","Female","Other","CSP1","Professional run",51,0,73,"other microvan","I","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",16,"None"
414,"5","Male","Other","CSP46","Professional",54,0,56,"sedan","I","injection overpowered","diesel","180-190 km/h","M1","GOOD",18,"None"
631,"1","Male","Other","CSP60","Private",71,0,50,"sedan","P","injection","regular","220+ km/h","M2","GOOD",7,"Collective garage"
170,"4","Male","Alone","CSP50","Private+trip to office",32,0,67,"sedan","H","injection","regular","180-190 km/h","B","GOOD",16,"None"
168,"0","Male","Alone","CSP50","Private",33,0,51,"sedan","F","injection","regular","160-170 km/h","A","GOOD",15,"None"
130,"0","Male","Alone","CSP50","Private+trip to office",28,0,90,"coupe","C","injection overpowered","regular","130-140 km/h","A","BAD",8,"None"
652,"1","Male","Other","CSP60","Private",77,0,50,"sedan","H","injection","regular","190-200 km/h","B","GOOD",20,"None"
354,"2","Female","Other","CSP50","Professional",56,0,50,"sedan","F","injection","regular","150-160 km/h","B","GOOD",14,"None"
532,"1","Male","Other","CSP50","Professional run",64,0,63,"coupe","O","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",8,"None"
398,"1","Male","Other","CSP50","Private+trip to office",51,0,50,"sedan","H","injection","regular","190-200 km/h","B","GOOD",16,"None"
672,"5","Male","Other","CSP60","Private",75,0,50,"sedan","E","injection","regular","150-160 km/h","B","GOOD",16,"None"
622,"0","Male","Other","CSP60","Private",72,1,50,"sedan","I","injection","regular","180-190 km/h","M1","GOOD",15,"None"
224,"3","Female","Alone","CSP1","Professional",44,0,85,"sedan","H","injection","regular","150-160 km/h","B","GOOD",8,"None"
355,"0","Male","Other","CSP48","Professional",56,0,50,"sedan","E","injection","regular","170-180 km/h","B","GOOD",5,"None"
497,"4","Male","Alone","CSP60","Private",61,1,50,"sedan","D","injection","regular","160-170 km/h","B","GOOD",20,"None"
589,"6-7","Male","Other","CSP60","Private",71,0,50,"sedan","Q","injection","regular","220+ km/h","H","GOOD",11,"Collective garage"
464,"8-9","Female","Other","CSP50","Private+trip to office",58,0,90,"sedan","I","injection","regular","190-200 km/h","B","GOOD",14,"None"
451,"1","Male","Other","CSP60","Private",62,0,50,"sedan","K","injection","regular","190-200 km/h","M1","GOOD",19,"None"
87,"0","Female","Alone","CSP26","Private+trip to office",26,0,68,"sedan","H","direct injection overpowered","diesel","170-180 km/h","B","BAD",5,"None"
464,"3","Female","Other","CSP37","Private",57,0,50,"sedan","G","injection","regular","190-200 km/h","B","GOOD",15,"None"
108,"4","Male","Other","CSP50","Private+trip to office",28,0,90,"sedan","C","injection","regular","150-160 km/h","B","GOOD",3,"None"
423,"4","Female","Other","CSP1","Professional",69,0,50,"sedan","I","injection","regular","200-220 km/h","B","GOOD",15,"Collective garage"
312,"4","Male","Other","CSP50","Private+trip to office",45,0,72,"sedan","C","injection","regular","150-160 km/h","B","GOOD",13,"None"
161,"2","Male","Alone","CSP50","Professional",31,0,51,"sedan","K","injection","regular","200-220 km/h","M1","GOOD",15,"Private garage"
154,"4","Male","Other","CSP50","Professional",32,0,68,"microvan","L","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",16,"None"
408,"2","Female","Other","CSP48","Professional",55,0,62,"sport utility vehicle","L","injection overpowered","regular","220+ km/h","M1","GOOD",8,"None"
220,"1","Male","Other","CSP55","Private+trip to office",37,0,54,"other microvan","K","injection","regular","170-180 km/h","M1","GOOD",13,"None"
148,"4","Male","Other","CSP50","Private+trip to office",36,0,90,"other microvan","N","direct injection overpowered","diesel","170-180 km/h","H","GOOD",14,"None"
131,"5","Male","Alone","CSP55","Private+trip to office",35,0,72,"sedan","F","injection","regular","160-170 km/h","B","GOOD",20,"None"
404,"1","Male","Other","CSP6","Professional run",52,0,50,"sedan","P","direct injection overpowered","diesel","200-220 km/h","H","GOOD",17,"None"
500,"0","Male","Other","CSP60","Private",66,0,50,"other microvan","Q","injection","regular","220+ km/h","H","GOOD",20,"Collective garage"
216,"2","Female","Other","CSP77","Professional",36,0,66,"sedan","H","injection","regular","170-180 km/h","B","GOOD",15,"None"
149,"5","Male","Other","CSP50","Private+trip to office",31,0,64,"microvan","O","injection overpowered","diesel","170-180 km/h","H","GOOD",10,"None"
414,"2","Female","Other","CSP40","Private+trip to office",60,0,50,"sedan","F","injection","regular","160-170 km/h","B","GOOD",20,"Private garage"
428,"2","Female","Other","CSP55","Private",61,0,100,"sedan","K","injection","regular","190-200 km/h","M1","GOOD",13,"None"
570,"0","Male","Other","CSP60","Private",67,0,50,"sedan","S","direct injection overpowered","diesel","220+ km/h","H","GOOD",18,"Private garage"
260,"4","Male","Alone","CSP50","Private+trip to office",40,0,50,"sedan","H","injection","regular","180-190 km/h","M1","BAD",16,"None"
457,"0","Male","Other","CSP50","Private+trip to office",56,0,50,"microvan","K","injection","regular","170-180 km/h","M1","GOOD",8,"None"
491,"0","Male","Other","CSP50","Private+trip to office",59,0,50,"sedan","Q","direct injection overpowered","diesel","200-220 km/h","H","GOOD",3,"Collective garage"
491,"5","Male","Other","CSP66","Professional",58,0,72,"other microvan","P","injection overpowered","diesel","170-180 km/h","H","GOOD",20,"None"
340,"0","Male","Other","CSP1","Professional",47,0,85,"sedan","F","injection","regular","150-160 km/h","B","GOOD",14,"None"
244,"1","Male","Other","CSP50","Private+trip to office",38,0,100,"sedan","G","injection","regular","190-200 km/h","B","BAD",2,"None"
172,"2","Male","Other","CSP50","Private+trip to office",32,0,61,"station wagon","M","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",16,"Private garage"
361,"2","Male","Alone","CSP50","Professional",48,0,50,"sport utility vehicle","S","injection","regular","180-190 km/h","H","GOOD",3,"Private garage"
150,"5","Female","Alone","CSP55","Private+trip to office",33,0,95,"sedan","L","injection overpowered","diesel","190-200 km/h","M2","GOOD",18,"Collective garage"
152,"0","Male","Other","CSP1","Professional",34,0,57,"microvan","O","direct injection overpowered","diesel","170-180 km/h","H","GOOD",11,"None"
243,"5","Female","Other","CSP50","Private+trip to office",38,0,50,"microvan","L","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",20,"None"
312,"3","Male","Other","CSP66","Professional",45,0,80,"sport utility vehicle","U","injection","regular","200-220 km/h","H","GOOD",6,"Collective garage"
267,"5","Female","Other","CSP60","Private",62,0,90,"station wagon","D","injection","regular","130-140 km/h","A","GOOD",16,"None"
95,"1","Male","Other","CSP50","Private",25,0,95,"sedan","K","injection","regular","180-190 km/h","B","GOOD",6,"None"
208,"1","Female","Alone","CSP50","Professional",41,0,76,"sedan","I","direct injection overpowered","diesel","160-170 km/h","B","GOOD",11,"None"
212,"3","Female","Alone","CSP50","Professional",35,0,50,"sedan","J","direct injection overpowered","diesel","180-190 km/h","M1","GOOD",16,"None"
569,"2","Female","Other","CSP60","Private",70,1,57,"sedan","E","injection","regular","150-160 km/h","B","GOOD",17,"None"
491,"1","Female","Other","CSP1","Professional",65,0,50,"sedan","G","injection","regular","160-170 km/h","A","GOOD",14,"None"
552,"2","Male","Other","CSP50","Private+trip to office",64,0,50,"other microvan","L","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",17,"None"
173,"4","Male","Other","CSP50","Private+trip to office",33,0,50,"sedan","I","injection","regular","180-190 km/h","B","GOOD",17,"Collective garage"
456,"0","Male","Other","CSP60","Private",67,0,50,"sedan","R","direct injection overpowered","diesel","220+ km/h","H","GOOD",19,"Collective garage"
362,"1","Male","Other","CSP50","Professional run",54,0,88,"bus","K","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",15,"Collective garage"
459,"8-9","Male","Other","CSP55","Private+trip to office",58,0,50,"sedan","M","injection","regular","190-200 km/h","M2","GOOD",5,"Collective garage"
425,"3","Male","Other","CSP1","Private",53,0,50,"sport utility vehicle","U","injection","regular","220+ km/h","H","GOOD",17,"Collective garage"
226,"5","Female","Alone","CSP50","Private+trip to office",36,1,50,"sedan","D","injection","regular","140-150 km/h","B","GOOD",18,"None"
74,"0","Female","Other","CSP50","Professional",27,0,95,"sedan","K","direct injection overpowered","diesel","180-190 km/h","M1","GOOD",5,"None"
189,"2","Female","Other","CSP50","Private+trip to office",47,0,50,"sedan","J","injection","regular","180-190 km/h","M1","GOOD",13,"Collective garage"
304,"10+","Male","Other","CSP48","Professional",46,0,50,"microvan","M","injection overpowered","diesel","160-170 km/h","H","GOOD",11,"None"
369,"8-9","Male","Other","CSP50","Private",63,0,50,"sedan","H","injection","regular","170-180 km/h","M1","GOOD",20,"Collective garage"
79,"2","Male","Other","CSP50","Private+trip to office",24,0,72,"cabriolet","J","injection","regular","200-220 km/h","B","GOOD",17,"None"
460,"4","Female","Other","CSP60","Private",70,1,50,"sedan","F","injection","regular","170-180 km/h","B","GOOD",20,"None"
470,"2","Male","Other","CSP50","Private+trip to office",63,0,50,"sedan","M","direct injection overpowered","diesel","200-220 km/h","M2","BAD",14,"None"
388,"5","Male","Other","CSP50","Professional",62,0,50,"sedan","L","injection overpowered","diesel","170-180 km/h","M2","GOOD",17,"None"
680,"1","Male","Other","CSP66","Professional",76,0,50,"sedan","J","injection","regular","190-200 km/h","M1","BAD",16,"Collective garage"
403,"4","Male","Other","CSP50","Private",54,0,50,"sedan","R","direct injection overpowered","diesel","220+ km/h","H","GOOD",9,"Collective garage"
261,"6-7","Male","Other","CSP46","Professional",41,0,72,"station wagon","M","injection overpowered","regular","170-180 km/h","H","GOOD",15,"None"
73,"2","Female","Alone","CSP26","Private+trip to office",24,0,85,"sedan","F","injection","regular","160-170 km/h","B","GOOD",17,"Collective garage"
451,"6-7","Male","Other","CSP46","Professional",55,0,50,"van","K","injection overpowered","diesel","150-160 km/h","0","GOOD",13,"Collective garage"
345,"2","Female","Other","CSP48","Professional",53,0,50,"van","L","direct injection overpowered","diesel","130-140 km/h","0","GOOD",9,"None"
367,"5","Male","Other","CSP50","Professional",50,0,50,"station wagon","K","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",10,"None"
72,"2","Male","Other","CSP55","Private+trip to office",24,0,95,"sedan","D","injection","regular","150-160 km/h","A","GOOD",17,"None"
176,"6-7","Male","Other","CSP50","Private+trip to office",33,0,50,"station wagon","K","injection overpowered","diesel","170-180 km/h","M2","GOOD",11,"None"
234,"1","Male","Other","CSP50","Private+trip to office",39,0,50,"sedan","L","direct injection overpowered","diesel","170-180 km/h","B","GOOD",16,"None"
378,"6-7","Male","Other","CSP66","Professional",55,0,72,"sedan","S","injection","regular","220+ km/h","H","GOOD",2,"Collective garage"
489,"2","Female","Other","CSP55","Private+trip to office",58,0,50,"sedan","H","injection","regular","170-180 km/h","B","GOOD",17,"None"
191,"8-9","Female","Other","CSP50","Private+trip to office",51,0,64,"sedan","N","injection","regular","200-220 km/h","M2","GOOD",19,"Collective garage"
234,"3","Female","Other","CSP50","Professional",53,0,50,"other microvan","K","direct injection overpowered","diesel","150-160 km/h","M2","GOOD",19,"None"
90,"2","Female","Other","CSP55","Private+trip to office",27,0,95,"sedan","D","injection","regular","160-170 km/h","B","GOOD",14,"Private garage"
452,"3","Male","Other","CSP50","Private+trip to office",55,0,62,"sedan","O","injection","regular","200-220 km/h","H","GOOD",15,"Collective garage"
148,"2","Female","Other","CSP50","Private",38,0,72,"sedan","K","injection","regular","200-220 km/h","M2","GOOD",16,"None"
633,"0","Male","Other","CSP60","Private",78,0,50,"sport utility vehicle","M","injection","regular","170-180 km/h","M2","GOOD",16,"Private garage"
198,"0","Male","Alone","CSP50","Private+trip to office",56,0,95,"sedan","H","injection","regular","160-170 km/h","B","GOOD",18,"None"
448,"6-7","Male","Other","CSP50","Professional",56,0,50,"sedan","O","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",16,"None"
308,"0","Male","Other","CSP42","Professional",44,0,69,"sport utility vehicle","S","direct injection overpowered","diesel","180-190 km/h","H","GOOD",8,"Collective garage"
97,"2","Female","Other","CSP50","Private+trip to office",26,0,125,"sedan","H","direct injection overpowered","diesel","170-180 km/h","B","BAD",17,"None"
164,"2","Female","Alone","CSP26","Private+trip to office",32,0,100,"sedan","M","injection","regular","200-220 km/h","M1","GOOD",7,"Collective garage"
664,"3","Female","Other","CSP60","Private",75,1,60,"sedan","D","injection","regular","150-160 km/h","A","GOOD",15,"Private garage"
241,"1","Male","Alone","CSP1","Professional",40,0,50,"sedan","M","injection","regular","160-170 km/h","0","GOOD",16,"None"
140,"3","Male","Alone","CSP55","Professional",29,0,54,"sedan","H","direct injection overpowered","diesel","160-170 km/h","B","GOOD",13,"None"
298,"10+","Female","Alone","CSP50","Private+trip to office",46,0,52,"sedan","G","carburation","regular","170-180 km/h","M1","GOOD",14,"None"
426,"1","Male","Other","CSP1","Professional",53,0,50,"coupe","F","injection overpowered","regular","130-140 km/h","A","GOOD",3,"None"
580,"1","Female","Other","CSP60","Private",68,0,50,"sedan","O","injection","regular","220+ km/h","M2","BAD",16,"Private garage"
263,"1","Female","Other","CSP50","Private",43,1,60,"microvan","K","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",12,"None"
690,"2","Male","Other","CSP60","Private",78,0,54,"sedan","N","injection","regular","200-220 km/h","M2","GOOD",16,"None"
281,"1","Male","Other","CSP50","Professional",41,0,90,"sedan","P","direct injection overpowered","diesel","190-200 km/h","H","GOOD",13,"Collective garage"
228,"6-7","Female","Other","CSP50","Private+trip to office",37,0,76,"sedan","G","injection","regular","160-170 km/h","M1","GOOD",19,"Private garage"
306,"0","Male","Other","CSP1","Professional",55,0,50,"sport utility vehicle","R","injection","regular","220+ km/h","H","GOOD",12,"Private garage"
504,"2","Male","Other","CSP60","Private",72,1,50,"sedan","M","injection","regular","200-220 km/h","M2","GOOD",20,"Collective garage"
524,"2","Male","Other","CSP60","Private",62,0,50,"sedan","L","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",8,"Collective garage"
541,"2","Male","Other","CSP60","Private",67,0,50,"sedan","J","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",20,"Collective garage"
419,"8-9","Female","Alone","CSP48","Private+trip to office",60,1,50,"sedan","G","injection","regular","160-170 km/h","M1","GOOD",19,"Collective garage"
616,"0","Male","Other","CSP60","Private",69,0,51,"sedan","Q","direct injection overpowered","diesel","200-220 km/h","H","GOOD",16,"Collective garage"
292,"3","Male","Other","CSP46","Professional",44,0,50,"microvan","L","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",19,"None"
177,"3","Female","Alone","CSP50","Professional",36,0,100,"sedan","H","direct injection overpowered","diesel","170-180 km/h","B","GOOD",16,"None"
188,"4","Male","Other","CSP50","Professional",35,0,68,"sedan","C","injection","regular","150-160 km/h","B","GOOD",15,"None"
328,"5","Female","Alone","CSP55","Private+trip to office",46,0,76,"sedan","H","injection","diesel","160-170 km/h","M1","GOOD",5,"None"
635,"2","Male","Other","CSP60","Private",81,0,50,"sedan","J","injection","regular","200-220 km/h","M1","BAD",7,"Collective garage"
